id,category,product_name
5976,books,Moby Dick
5977,toys,Rubik’s Cube
5978,sports,Bauer Hockey Stick
5979,food,Pringles Original
5980,electronics,Sony WH-1000XM4
5981,toys,UNO Cards
5982,electronics,Amazon Echo
5983,books,War and Peace
5984,clothing,Columbia Fleece
5985,toys,Transformers Action Figure
5986,electronics,Samsung Galaxy S22
5987,clothing,Columbia Fleece
5988,toys,UNO Cards
5989,books,War and Peace
5990,sports,Bauer Hockey Stick
5991,sports,Molten Handball
5992,books,Harry Potter
5993,toys,Beyblade
5994,sports,Salomon Ski Boots
5995,sports,Rawlings Baseball Glove
5996,toys,Teddy Bear
5997,sports,Wilson Tennis Racket
5998,sports,Titleist Golf Balls
5999,electronics,Nintendo Switch
6000,electronics,Dell XPS 13
6001,clothing,Calvin Klein Underwear
6002,clothing,H&M Hoodie
6003,toys,Barbie Dreamhouse
6004,clothing,Columbia Fleece
6005,toys,Monopoly Board Game
6006,clothing,Under Armour Shorts
6007,sports,Bauer Hockey Stick
6008,books,1984
6009,toys,UNO Cards
6010,toys,Teddy Bear
6011,food,Doritos
6012,food,Red Bull
6013,food,Snickers Bar
6014,electronics,Amazon Echo
6015,electronics,Kindle Paperwhite
6016,food,Lays Classic Chips
6017,toys,UNO Cards
6018,sports,Salomon Ski Boots
6019,toys,UNO Cards
6020,toys,Hot Wheels Track
6021,books,War and Peace
6022,food,Doritos
6023,electronics,Google Nest Hub
6024,clothing,Reebok Tracksuit
6025,food,Nutella
6026,books,Harry Potter
6027,books,Moby Dick
6028,books,Dune
6029,toys,Hot Wheels Track
6030,toys,RC Car
6031,books,Harry Potter
6032,sports,Adidas Running Shoes
6033,sports,Molten Handball
6034,toys,Hot Wheels Track
6035,sports,Titleist Golf Balls
6036,food,Peanut Butter
6037,clothing,Levi’s Jeans
6038,books,Pride and Prejudice
6039,toys,Crayola Art Set
6040,books,The Da Vinci Code
6041,sports,Yonex Badminton Racket
6042,sports,Mizuno Volleyball
6043,food,Pringles Original
6044,toys,Play-Doh Set
6045,books,Brave New World
6046,food,Lays Classic Chips
6047,books,To Kill a Mockingbird
6048,clothing,Patagonia Vest
6049,clothing,Reebok Tracksuit
6050,electronics,MacBook Pro
6051,food,Pringles Original
6052,toys,Teddy Bear
6053,sports,Franklin Baseball Bat
6054,toys,Monopoly Board Game
6055,food,Red Bull
6056,sports,Wilson Tennis Racket
6057,books,The Great Gatsby
6058,toys,Play-Doh Set
6059,clothing,Uniqlo Shirt
6060,electronics,Kindle Paperwhite
6061,food,KitKat
6062,books,Brave New World
6063,toys,Monopoly Board Game
6064,toys,Hot Wheels Track
6065,books,Dune
6066,toys,Transformers Action Figure
6067,food,Nutella
6068,food,Nutella
6069,food,Twix
6070,food,Pepsi
6071,food,Twix
6072,electronics,MacBook Pro
6073,books,Dune
6074,books,The Alchemist
6075,toys,Hot Wheels Track
6076,sports,Franklin Baseball Bat
6077,books,1984
6078,electronics,Samsung Galaxy S22
6079,toys,Monopoly Board Game
6080,toys,Transformers Action Figure
6081,electronics,Surface Pro 8
6082,clothing,Patagonia Vest
6083,books,The Hobbit
6084,electronics,Amazon Echo
6085,electronics,Nintendo Switch
6086,toys,UNO Cards
6087,clothing,Levi’s Jeans
6088,clothing,Puma Sneakers
6089,toys,Beyblade
6090,electronics,Dell XPS 13
6091,clothing,Uniqlo Shirt
6092,sports,Wilson Tennis Racket
6093,electronics,Samsung Galaxy S22
6094,clothing,Zara Dress
6095,toys,Hot Wheels Track
6096,clothing,Uniqlo Shirt
6097,clothing,Calvin Klein Underwear
6098,books,To Kill a Mockingbird
6099,books,Animal Farm
6100,clothing,Under Armour Shorts
6101,clothing,Calvin Klein Underwear
6102,electronics,Canon EOS R5
6103,sports,Mizuno Volleyball
6104,food,Nutella
6105,books,Harry Potter
6106,sports,Wilson Tennis Racket
6107,sports,Titleist Golf Balls
6108,electronics,iPhone 14
6109,books,Pride and Prejudice
6110,food,Peanut Butter
6111,food,Heinz Ketchup
6112,sports,Rawlings Baseball Glove
6113,sports,Speedo Swim Goggles
6114,books,War and Peace
6115,books,The Da Vinci Code
6116,sports,Molten Handball
6117,sports,Yonex Badminton Racket
6118,food,Snickers Bar
6119,sports,Mizuno Volleyball
6120,electronics,Google Nest Hub
6121,food,Pringles Original
6122,food,Nutella
6123,toys,Beyblade
6124,sports,Adidas Running Shoes
6125,clothing,Zara Dress
6126,books,The Great Gatsby
6127,books,Animal Farm
6128,books,War and Peace
6129,electronics,Kindle Paperwhite
6130,sports,Franklin Baseball Bat
6131,food,Sprite
6132,sports,Trek Mountain Bike
6133,clothing,Columbia Fleece
6134,books,Animal Farm
6135,electronics,Surface Pro 8
6136,toys,Crayola Art Set
6137,clothing,Calvin Klein Underwear
6138,sports,Everlast Boxing Gloves
6139,books,Pride and Prejudice
6140,food,Peanut Butter
6141,sports,Franklin Baseball Bat
6142,food,M&M’s
6143,electronics,Kindle Paperwhite
6144,sports,Mizuno Volleyball
6145,books,Harry Potter
6146,books,To Kill a Mockingbird
6147,toys,Furby
6148,clothing,Adidas T-shirt
6149,toys,Hot Wheels Track
6150,electronics,PlayStation 5
6151,books,The Hobbit
6152,food,Doritos
6153,electronics,PlayStation 5
6154,books,To Kill a Mockingbird
6155,toys,Teddy Bear
6156,books,Moby Dick
6157,electronics,Sony WH-1000XM4
6158,toys,Nerf Blaster
6159,toys,Lego Classic Set
6160,food,Pringles Original
6161,sports,Spalding Basketball
6162,electronics,MacBook Pro
6163,clothing,Zara Dress
6164,clothing,Zara Dress
6165,clothing,Adidas T-shirt
6166,electronics,Dell XPS 13
6167,clothing,Tommy Hilfiger Polo
6168,clothing,Columbia Fleece
6169,electronics,Kindle Paperwhite
6170,books,Harry Potter
6171,food,Twix
6172,toys,Nerf Blaster
6173,electronics,iPhone 14
6174,electronics,Dell XPS 13
6175,electronics,Samsung Galaxy S22
6176,electronics,iPhone 14
6177,food,Coca-Cola
6178,books,1984
6179,toys,UNO Cards
6180,food,Pringles Original
6181,toys,Furby
6182,sports,Titleist Golf Balls
6183,toys,Transformers Action Figure
6184,clothing,H&M Hoodie
6185,clothing,Columbia Fleece
6186,books,War and Peace
6187,toys,Barbie Dreamhouse
6188,books,Brave New World
6189,clothing,Under Armour Shorts
6190,toys,Crayola Art Set
6191,books,The Catcher in the Rye
6192,food,M&M’s
6193,books,Brave New World
6194,toys,RC Car
6195,food,Sprite
6196,food,M&M’s
6197,books,1984
6198,sports,Wilson Tennis Racket
6199,clothing,H&M Hoodie
6200,food,Peanut Butter
6201,clothing,Levi’s Jeans
6202,electronics,Google Nest Hub
6203,toys,RC Car
6204,electronics,Google Nest Hub
6205,toys,UNO Cards
6206,toys,Transformers Action Figure
6207,sports,Everlast Boxing Gloves
6208,books,Pride and Prejudice
6209,electronics,Amazon Echo
6210,sports,Speedo Swim Goggles
6211,food,Red Bull
6212,clothing,Columbia Fleece
6213,toys,UNO Cards
6214,food,Nutella
6215,electronics,Amazon Echo
6216,clothing,Levi’s Jeans
6217,food,Doritos
6218,toys,Play-Doh Set
6219,sports,Everlast Boxing Gloves
6220,books,Dune
6221,books,Harry Potter
6222,toys,Furby
6223,sports,Trek Mountain Bike
6224,sports,Nike Soccer Ball
6225,toys,Beyblade
6226,electronics,Nintendo Switch
6227,sports,Salomon Ski Boots
6228,food,Nutella
6229,electronics,MacBook Pro
6230,clothing,Columbia Fleece
6231,books,The Great Gatsby
6232,sports,Salomon Ski Boots
6233,food,M&M’s
6234,toys,UNO Cards
6235,sports,Molten Handball
6236,food,Sprite
6237,food,Heinz Ketchup
6238,books,1984
6239,electronics,GoPro Hero 10
6240,electronics,MacBook Pro
6241,toys,Crayola Art Set
6242,electronics,Nintendo Switch
6243,books,The Hobbit
6244,sports,Everlast Boxing Gloves
6245,clothing,North Face Jacket
6246,books,War and Peace
6247,toys,Crayola Art Set
6248,toys,Play-Doh Set
6249,electronics,Fitbit Versa 3
6250,clothing,H&M Hoodie
6251,food,Sprite
6252,food,Pringles Original
6253,books,The Alchemist
6254,toys,Furby
6255,food,Coca-Cola
6256,books,War and Peace
6257,food,Coca-Cola
6258,sports,Everlast Boxing Gloves
6259,electronics,MacBook Pro
6260,clothing,H&M Hoodie
6261,toys,UNO Cards
6262,food,Red Bull
6263,sports,Wilson Tennis Racket
6264,electronics,MacBook Pro
6265,sports,Franklin Baseball Bat
6266,food,KitKat
6267,clothing,H&M Hoodie
6268,toys,Jenga
6269,electronics,Amazon Echo
6270,toys,Play-Doh Set
6271,food,Oreo Cookies
6272,sports,Mizuno Volleyball
6273,toys,Hot Wheels Track
6274,clothing,Tommy Hilfiger Polo
6275,books,The Da Vinci Code
6276,books,Animal Farm
6277,electronics,Fitbit Versa 3
6278,electronics,Samsung Galaxy S22
6279,food,Red Bull
6280,books,War and Peace
6281,sports,Nike Soccer Ball
6282,sports,Speedo Swim Goggles
6283,toys,Transformers Action Figure
6284,sports,Wilson Tennis Racket
6285,sports,Wilson Tennis Racket
6286,electronics,PlayStation 5
6287,sports,Nike Soccer Ball
6288,electronics,Apple Watch Series 7
6289,sports,Rawlings Baseball Glove
6290,sports,Speedo Swim Goggles
6291,electronics,Amazon Echo
6292,sports,Bauer Hockey Stick
6293,books,To Kill a Mockingbird
6294,clothing,Tommy Hilfiger Polo
6295,clothing,Calvin Klein Underwear
6296,books,To Kill a Mockingbird
6297,books,Moby Dick
6298,sports,Spalding Basketball
6299,sports,Wilson Tennis Racket
6300,books,The Great Gatsby
6301,electronics,Google Nest Hub
6302,clothing,Zara Dress
6303,clothing,Uniqlo Shirt
6304,sports,Titleist Golf Balls
6305,electronics,Amazon Echo
6306,food,Snickers Bar
6307,clothing,Calvin Klein Underwear
6308,clothing,Zara Dress
6309,books,War and Peace
6310,books,Pride and Prejudice
6311,books,Moby Dick
6312,books,The Hobbit
6313,clothing,Patagonia Vest
6314,books,The Catcher in the Rye
6315,books,The Alchemist
6316,toys,Transformers Action Figure
6317,clothing,Tommy Hilfiger Polo
6318,clothing,Zara Dress
6319,food,Pepsi
6320,sports,Nike Soccer Ball
6321,clothing,Uniqlo Shirt
6322,books,War and Peace
6323,electronics,Apple Watch Series 7
6324,books,Pride and Prejudice
6325,food,Lays Classic Chips
6326,electronics,Canon EOS R5
6327,food,Pepsi
6328,toys,RC Car
6329,toys,Nerf Blaster
6330,food,Doritos
6331,toys,Monopoly Board Game
6332,clothing,Patagonia Vest
6333,electronics,Fitbit Versa 3
6334,books,The Hobbit
6335,electronics,Nintendo Switch
6336,electronics,Google Nest Hub
6337,clothing,Reebok Tracksuit
6338,sports,Speedo Swim Goggles
6339,sports,Mizuno Volleyball
6340,clothing,Uniqlo Shirt
6341,sports,Trek Mountain Bike
6342,clothing,Nike Air Max
6343,clothing,Columbia Fleece
6344,clothing,Tommy Hilfiger Polo
6345,toys,Rubik’s Cube
6346,electronics,MacBook Pro
6347,books,War and Peace
6348,food,Sprite
6349,clothing,Gap Sweater
6350,books,The Lord of the Rings
6351,food,Heinz Ketchup
6352,electronics,Surface Pro 8
6353,clothing,Zara Dress
6354,food,Red Bull
6355,toys,Beyblade
6356,toys,Monopoly Board Game
6357,food,Twix
6358,electronics,Kindle Paperwhite
6359,clothing,Adidas T-shirt
6360,electronics,Google Nest Hub
6361,toys,Play-Doh Set
6362,books,Brave New World
6363,food,KitKat
6364,electronics,Kindle Paperwhite
6365,food,KitKat
6366,sports,Everlast Boxing Gloves
6367,clothing,Calvin Klein Underwear
6368,clothing,Uniqlo Shirt
6369,food,Coca-Cola
6370,electronics,Fitbit Versa 3
6371,clothing,Under Armour Shorts
6372,sports,Spalding Basketball
6373,books,The Lord of the Rings
6374,books,Moby Dick
6375,clothing,Columbia Fleece
6376,food,Nutella
6377,food,Lays Classic Chips
6378,toys,Teddy Bear
6379,sports,Everlast Boxing Gloves
6380,electronics,Canon EOS R5
6381,clothing,Adidas T-shirt
6382,clothing,Puma Sneakers
6383,sports,Nike Soccer Ball
6384,clothing,Gap Sweater
6385,books,Animal Farm
6386,food,Oreo Cookies
6387,electronics,iPhone 14
6388,clothing,Gap Sweater
6389,food,Doritos
6390,toys,RC Car
6391,sports,Salomon Ski Boots
6392,books,The Catcher in the Rye
6393,food,Nutella
6394,electronics,Fitbit Versa 3
6395,books,To Kill a Mockingbird
6396,electronics,Amazon Echo
6397,books,1984
6398,electronics,Fitbit Versa 3
6399,electronics,Amazon Echo
6400,electronics,Fitbit Versa 3
6401,toys,Beyblade
6402,toys,Nerf Blaster
6403,clothing,Zara Dress
6404,books,Harry Potter
6405,books,The Da Vinci Code
6406,food,Peanut Butter
6407,clothing,H&M Hoodie
6408,sports,Yonex Badminton Racket
6409,electronics,Samsung Galaxy S22
6410,books,Dune
6411,clothing,Levi’s Jeans
6412,toys,Crayola Art Set
6413,sports,Franklin Baseball Bat
6414,electronics,Canon EOS R5
6415,food,M&M’s
6416,clothing,Gap Sweater
6417,electronics,GoPro Hero 10
6418,clothing,Levi’s Jeans
6419,clothing,H&M Hoodie
6420,books,Dune
6421,electronics,Sony WH-1000XM4
6422,toys,Nerf Blaster
6423,toys,Crayola Art Set
6424,toys,Beyblade
6425,sports,Spalding Basketball
6426,electronics,Samsung Galaxy S22
6427,sports,Nike Soccer Ball
6428,clothing,Calvin Klein Underwear
6429,sports,Yonex Badminton Racket
6430,electronics,Dell XPS 13
6431,sports,Spalding Basketball
6432,food,Doritos
6433,toys,Beyblade
6434,toys,Lego Classic Set
6435,clothing,North Face Jacket
6436,electronics,Amazon Echo
6437,food,Twix
6438,books,The Hobbit
6439,sports,Everlast Boxing Gloves
6440,books,The Da Vinci Code
6441,books,Brave New World
6442,toys,Play-Doh Set
6443,clothing,Levi’s Jeans
6444,sports,Mizuno Volleyball
6445,toys,Crayola Art Set
6446,clothing,North Face Jacket
6447,toys,Hot Wheels Track
6448,books,War and Peace
6449,clothing,Patagonia Vest
6450,sports,Wilson Tennis Racket
6451,food,Peanut Butter
6452,sports,Molten Handball
6453,clothing,Gap Sweater
6454,toys,Nerf Blaster
6455,toys,Furby
6456,food,Peanut Butter
6457,sports,Rawlings Baseball Glove
6458,clothing,Gap Sweater
6459,toys,Nerf Blaster
6460,books,The Da Vinci Code
6461,electronics,Fitbit Versa 3
6462,food,Oreo Cookies
6463,electronics,iPhone 14
6464,sports,Rawlings Baseball Glove
6465,toys,Rubik’s Cube
6466,books,The Da Vinci Code
6467,food,Lays Classic Chips
6468,food,Peanut Butter
6469,electronics,Dell XPS 13
6470,sports,Mizuno Volleyball
6471,food,Oreo Cookies
6472,sports,Nike Soccer Ball
6473,food,Lays Classic Chips
6474,food,Oreo Cookies
6475,books,Harry Potter
6476,clothing,Calvin Klein Underwear
6477,food,Snickers Bar
6478,food,Coca-Cola
6479,toys,Jenga
6480,books,The Catcher in the Rye
6481,food,Doritos
6482,electronics,Kindle Paperwhite
6483,food,Twix
6484,toys,Hot Wheels Track
6485,toys,RC Car
6486,clothing,North Face Jacket
6487,food,KitKat
6488,electronics,Dell XPS 13
6489,toys,Jenga
6490,clothing,Columbia Fleece
6491,toys,Barbie Dreamhouse
6492,food,Pringles Original
6493,electronics,Amazon Echo
6494,toys,Lego Classic Set
6495,electronics,Sony WH-1000XM4
6496,sports,Adidas Running Shoes
6497,sports,Speedo Swim Goggles
6498,sports,Mizuno Volleyball
6499,books,Harry Potter
6500,food,Doritos
6501,sports,Wilson Tennis Racket
6502,toys,Lego Classic Set
6503,books,The Catcher in the Rye
6504,sports,Mizuno Volleyball
6505,food,Lays Classic Chips
6506,toys,Rubik’s Cube
6507,toys,Monopoly Board Game
6508,food,KitKat
6509,clothing,H&M Hoodie
6510,electronics,Surface Pro 8
6511,books,Animal Farm
6512,books,The Alchemist
6513,sports,Wilson Tennis Racket
6514,electronics,MacBook Pro
6515,clothing,Puma Sneakers
6516,clothing,H&M Hoodie
6517,books,War and Peace
6518,books,Dune
6519,books,War and Peace
6520,food,Coca-Cola
6521,books,Brave New World
6522,books,Moby Dick
6523,electronics,Samsung Galaxy S22
6524,books,To Kill a Mockingbird
6525,clothing,Gap Sweater
6526,electronics,Nintendo Switch
6527,sports,Nike Soccer Ball
6528,clothing,Gap Sweater
6529,food,Pringles Original
6530,food,KitKat
6531,electronics,Canon EOS R5
6532,toys,Crayola Art Set
6533,food,Lays Classic Chips
6534,sports,Franklin Baseball Bat
6535,sports,Yonex Badminton Racket
6536,clothing,H&M Hoodie
6537,books,To Kill a Mockingbird
6538,clothing,Zara Dress
6539,books,Moby Dick
6540,clothing,Nike Air Max
6541,clothing,Columbia Fleece
6542,books,Animal Farm
6543,toys,Beyblade
6544,electronics,MacBook Pro
6545,sports,Yonex Badminton Racket
6546,food,KitKat
6547,books,The Hobbit
6548,clothing,Reebok Tracksuit
6549,clothing,Adidas T-shirt
6550,food,Lays Classic Chips
6551,sports,Titleist Golf Balls
6552,sports,Wilson Tennis Racket
6553,electronics,Sony WH-1000XM4
6554,electronics,Canon EOS R5
6555,toys,Teddy Bear
6556,books,Harry Potter
6557,electronics,Surface Pro 8
6558,clothing,Tommy Hilfiger Polo
6559,books,To Kill a Mockingbird
6560,clothing,Levi’s Jeans
6561,food,Twix
6562,books,To Kill a Mockingbird
6563,clothing,Zara Dress
6564,toys,Hot Wheels Track
6565,electronics,Fitbit Versa 3
6566,food,Coca-Cola
6567,books,The Hobbit
6568,books,The Catcher in the Rye
6569,food,KitKat
6570,sports,Molten Handball
6571,books,To Kill a Mockingbird
6572,books,The Lord of the Rings
6573,food,Coca-Cola
6574,electronics,Dell XPS 13
6575,books,The Catcher in the Rye
6576,food,Snickers Bar
6577,toys,Hot Wheels Track
6578,electronics,PlayStation 5
6579,electronics,Amazon Echo
6580,electronics,MacBook Pro
6581,sports,Franklin Baseball Bat
6582,clothing,Tommy Hilfiger Polo
6583,electronics,Apple Watch Series 7
6584,clothing,H&M Hoodie
6585,toys,Lego Classic Set
6586,food,Snickers Bar
6587,books,The Hobbit
6588,clothing,Calvin Klein Underwear
6589,sports,Mizuno Volleyball
6590,toys,Hot Wheels Track
6591,toys,Beyblade
6592,toys,Furby
6593,electronics,Apple Watch Series 7
6594,books,Harry Potter
6595,toys,Hot Wheels Track
6596,toys,Lego Classic Set
6597,toys,Play-Doh Set
6598,food,Pringles Original
6599,sports,Salomon Ski Boots
6600,electronics,Nintendo Switch
6601,books,The Lord of the Rings
6602,electronics,iPhone 14
6603,electronics,PlayStation 5
6604,food,Snickers Bar
6605,food,Peanut Butter
6606,clothing,Puma Sneakers
6607,sports,Spalding Basketball
6608,clothing,Calvin Klein Underwear
6609,toys,UNO Cards
6610,books,Pride and Prejudice
6611,electronics,Amazon Echo
6612,toys,Beyblade
6613,toys,UNO Cards
6614,sports,Nike Soccer Ball
6615,clothing,Gap Sweater
6616,food,Sprite
6617,electronics,Fitbit Versa 3
6618,toys,UNO Cards
6619,food,Lays Classic Chips
6620,toys,Teddy Bear
6621,books,To Kill a Mockingbird
6622,clothing,Reebok Tracksuit
6623,electronics,Kindle Paperwhite
6624,toys,Play-Doh Set
6625,books,Dune
6626,books,The Da Vinci Code
6627,food,Snickers Bar
6628,books,Animal Farm
6629,electronics,Sony WH-1000XM4
6630,clothing,Nike Air Max
6631,food,Pringles Original
6632,clothing,Levi’s Jeans
6633,books,1984
6634,toys,RC Car
6635,food,KitKat
6636,food,Heinz Ketchup
6637,toys,Crayola Art Set
6638,toys,Jenga
6639,food,Snickers Bar
6640,books,Dune
6641,books,Animal Farm
6642,toys,Furby
6643,food,Red Bull
6644,food,Sprite
6645,electronics,Nintendo Switch
6646,toys,Crayola Art Set
6647,food,Red Bull
6648,electronics,Amazon Echo
6649,sports,Franklin Baseball Bat
6650,food,Snickers Bar
6651,food,Doritos
6652,toys,RC Car
6653,sports,Trek Mountain Bike
6654,food,Snickers Bar
6655,food,Lays Classic Chips
6656,food,Twix
6657,food,Snickers Bar
6658,electronics,Nintendo Switch
6659,food,Doritos
6660,electronics,MacBook Pro
6661,clothing,Tommy Hilfiger Polo
6662,toys,Hot Wheels Track
6663,electronics,Kindle Paperwhite
6664,sports,Adidas Running Shoes
6665,clothing,Gap Sweater
6666,sports,Rawlings Baseball Glove
6667,food,Sprite
6668,sports,Speedo Swim Goggles
6669,sports,Adidas Running Shoes
6670,toys,Rubik’s Cube
6671,books,Brave New World
6672,toys,RC Car
6673,sports,Molten Handball
6674,food,Twix
6675,books,The Hobbit
6676,toys,Teddy Bear
6677,electronics,Google Nest Hub
6678,electronics,Dell XPS 13
6679,clothing,Gap Sweater
6680,electronics,Amazon Echo
6681,food,Heinz Ketchup
6682,toys,Crayola Art Set
6683,clothing,Calvin Klein Underwear
6684,books,The Great Gatsby
6685,food,KitKat
6686,sports,Mizuno Volleyball
6687,food,Nutella
6688,clothing,Patagonia Vest
6689,toys,Monopoly Board Game
6690,sports,Rawlings Baseball Glove
6691,food,Peanut Butter
6692,toys,Lego Classic Set
6693,clothing,Uniqlo Shirt
6694,toys,Jenga
6695,clothing,Calvin Klein Underwear
6696,toys,Lego Classic Set
